ts,id,T,P
25.395,BARO0,48.49,88262
25.405,BARO0,48.52,88313
25.415,BARO0,48.51,88264
25.425,BARO0,48.5,88281
25.435,BARO0,48.52,88262
25.445,BARO0,48.5,88271
25.455,BARO0,48.52,88271
25.465,BARO0,48.51,88302
25.475,BARO0,48.5,88302
25.485,BARO0,48.51,88284
25.495,BARO0,48.51,88281
25.505,BARO0,48.49,88294
25.515,BARO0,48.49,88281
25.525,BARO0,48.51,88285
25.535,BARO0,48.5,88286
25.545,BARO0,48.51,88280
25.555,BARO0,48.49,88315
25.565,BARO0,48.51,88315
25.575,BARO0,48.52,88329
25.585,BARO0,48.52,88334
25.595,BARO0,48.52,88305
25.605,BARO0,48.52,88289
25.615,BARO0,48.52,88311
25.625,BARO0,48.5,88319
25.635,BARO0,48.52,88312
25.645,BARO0,48.51,88296
25.655,BARO0,48.5,88295
25.665,BARO0,48.51,88322
25.675,BARO0,48.51,88294
25.685,BARO0,48.5,88279
25.695,BARO0,48.52,88334
25.705,BARO0,48.5,88335
25.715,BARO0,48.53,88304
25.725,BARO0,48.51,88339
25.735,BARO0,48.52,88309
25.745,BARO0,48.5,88322
25.755,BARO0,48.5,88296
25.765,BARO0,48.51,88306
25.775,BARO0,48.52,88317
25.785,BARO0,48.5,88324
25.795,BARO0,48.52,88312
25.805,BARO0,48.51,88311
25.815,BARO0,48.52,88324
25.825,BARO0,48.52,88343
25.835,BARO0,48.51,88311
25.845,BARO0,48.51,88304
25.855,BARO0,48.5,88317
25.865,BARO0,48.5,88310
25.875,BARO0,48.52,88347
25.885,BARO0,48.5,88315
25.895,BARO0,48.5,88314
25.905,BARO0,48.5,88353
25.915,BARO0,48.51,88352
25.925,BARO0,48.5,88328
25.935,BARO0,48.5,88345
25.945,BARO0,48.49,88342
25.955,BARO0,48.49,88343
25.965,BARO0,48.49,88321
25.975,BARO0,48.49,88343
25.985,BARO0,48.49,88348
25.995,BARO0,48.48,88335
26.005,BARO0,48.5,88330
26.015,BARO0,48.49,88364
26.025,BARO0,48.5,88353
26.035,BARO0,48.49,88345
26.045,BARO0,48.5,88376
26.055,BARO0,48.48,88347
26.065,BARO0,48.48,88342
26.075,BARO0,48.48,88342
26.085,BARO0,48.48,88337
26.095,BARO0,48.48,88356
26.105,BARO0,48.48,88338
26.115,BARO0,48.48,88361
26.125,BARO0,48.51,88339
26.135,BARO0,48.47,88368
26.145,BARO0,48.49,88355
26.155,BARO0,48.47,88339
26.165,BARO0,48.48,88365
26.175,BARO0,48.47,88379
26.185,BARO0,48.48,88351
26.195,BARO0,48.46,88391
26.205,BARO0,48.48,88350
26.215,BARO0,48.48,88401
26.225,BARO0,48.45,88357
26.235,BARO0,48.47,88358
26.245,BARO0,48.48,88360
26.255,BARO0,48.47,88359
26.265,BARO0,48.47,88387
26.275,BARO0,48.48,88396
26.285,BARO0,48.46,88376
26.295,BARO0,48.49,88382
26.305,BARO0,48.47,88370
26.315,BARO0,48.47,88368
26.325,BARO0,48.48,88376
26.335,BARO0,48.46,88384
26.345,BARO0,48.47,88403
26.355,BARO0,48.48,88374
26.365,BARO0,48.46,88400
26.375,BARO0,48.47,88400
26.385,BARO0,48.46,88399
26.395,BARO0,48.47,88389
26.405,BARO0,48.46,88379
26.415,BARO0,48.46,88388
26.425,BARO0,48.46,88386
26.435,BARO0,48.48,88396
26.445,BARO0,48.47,88394
26.455,BARO0,48.45,88422
26.465,BARO0,48.46,88423
26.475,BARO0,48.46,88402
26.485,BARO0,48.47,88403
26.495,BARO0,48.47,88393
26.505,BARO0,48.46,88406
26.515,BARO0,48.45,88417
26.525,BARO0,48.48,88385
26.535,BARO0,48.45,88405
26.545,BARO0,48.45,88404
26.555,BARO0,48.45,88412
26.565,BARO0,48.46,88431
26.575,BARO0,48.47,88408
26.585,BARO0,48.45,88437
26.595,BARO0,48.46,88397
26.605,BARO0,48.45,88428
26.615,BARO0,48.46,88446
26.625,BARO0,48.47,88453
26.635,BARO0,48.45,88439
26.645,BARO0,48.47,88434
26.655,BARO0,48.44,88459
26.665,BARO0,48.46,88438
26.675,BARO0,48.45,88431
26.685,BARO0,48.47,88443
26.695,BARO0,48.45,88417
26.705,BARO0,48.45,88414
26.715,BARO0,48.45,88461
26.725,BARO0,48.44,88455
26.735,BARO0,48.44,88431
26.745,BARO0,48.45,88447
26.755,BARO0,48.46,88438
26.765,BARO0,48.44,88439
26.775,BARO0,48.46,88467
26.785,BARO0,48.44,88449
26.795,BARO0,48.47,88455
26.805,BARO0,48.43,88452
26.815,BARO0,48.46,88430
26.825,BARO0,48.45,88432
26.835,BARO0,48.45,88446
26.845,BARO0,48.43,88440
26.855,BARO0,48.46,88457
26.865,BARO0,48.46,88488
26.875,BARO0,48.46,88464
26.885,BARO0,48.47,88498
26.895,BARO0,48.46,88436
26.905,BARO0,48.44,88444
26.915,BARO0,48.44,88471
26.925,BARO0,48.42,88447
26.935,BARO0,48.46,88478
26.945,BARO0,48.45,88460
26.955,BARO0,48.44,88471
26.965,BARO0,48.44,88490
26.975,BARO0,48.46,88495
26.985,BARO0,48.45,88489
26.995,BARO0,48.45,88478
27.005,BARO0,48.45,88479
27.015,BARO0,48.48,88495
27.025,BARO0,48.46,88457
27.035,BARO0,48.45,88478
27.045,BARO0,48.44,88490
27.055,BARO0,48.45,88472
27.065,BARO0,48.45,88495
27.075,BARO0,48.45,88493
27.085,BARO0,48.44,88489
27.095,BARO0,48.46,88479
27.105,BARO0,48.46,88507
27.115,BARO0,48.46,88501
27.125,BARO0,48.46,88506
27.135,BARO0,48.46,88504
27.145,BARO0,48.45,88501
27.155,BARO0,48.45,88517
27.165,BARO0,48.46,88493
27.175,BARO0,48.45,88498
27.185,BARO0,48.44,88509
27.195,BARO0,48.48,88532
27.205,BARO0,48.45,88503
27.215,BARO0,48.46,88535
27.225,BARO0,48.44,88526
27.235,BARO0,48.46,88526
27.245,BARO0,48.43,88484
27.255,BARO0,48.45,88538
27.265,BARO0,48.44,88520
27.275,BARO0,48.46,88519
27.285,BARO0,48.46,88539
27.295,BARO0,48.45,88517
27.305,BARO0,48.48,88549
27.315,BARO0,48.47,88526
27.325,BARO0,48.46,88550
27.335,BARO0,48.45,88543
27.345,BARO0,48.47,88549
27.355,BARO0,48.45,88527
27.365,BARO0,48.44,88533
27.375,BARO0,48.47,88497
27.385,BARO0,48.47,88523
27.395,BARO0,48.45,88507
27.405,BARO0,48.46,88521
27.415,BARO0,48.46,88536
27.425,BARO0,48.45,88552
27.435,BARO0,48.47,88528
27.445,BARO0,48.44,88551
27.455,BARO0,48.45,88522
27.465,BARO0,48.46,88526
27.475,BARO0,48.47,88514
27.485,BARO0,48.45,88522
27.495,BARO0,48.43,88520
27.505,BARO0,48.46,88548
27.515,BARO0,48.47,88517
27.525,BARO0,48.46,88564
27.535,BARO0,48.46,88512
27.545,BARO0,48.45,88519
27.555,BARO0,48.45,88550
27.565,BARO0,48.43,88546
27.575,BARO0,48.45,88546
27.585,BARO0,48.46,88540
27.595,BARO0,48.46,88543
27.605,BARO0,48.47,88522
27.615,BARO0,48.47,88561
27.625,BARO0,48.46,88541
27.635,BARO0,48.46,88544
27.645,BARO0,48.43,88519
27.655,BARO0,48.44,88549
27.665,BARO0,48.45,88548
27.675,BARO0,48.45,88550
27.685,BARO0,48.48,88540
27.695,BARO0,48.46,88557
27.705,BARO0,48.44,88566
27.715,BARO0,48.46,88561
27.725,BARO0,48.46,88540
27.735,BARO0,48.46,88556
27.745,BARO0,48.46,88554
27.755,BARO0,48.44,88553
27.765,BARO0,48.45,88556
27.775,BARO0,48.46,88544
27.785,BARO0,48.46,88581
27.795,BARO0,48.46,88568
27.805,BARO0,48.45,88611
27.815,BARO0,48.47,88549
27.825,BARO0,48.45,88566
27.835,BARO0,48.44,88556
27.845,BARO0,48.45,88576
27.855,BARO0,48.45,88587
27.865,BARO0,48.45,88570
27.875,BARO0,48.45,88573
27.885,BARO0,48.44,88583
27.895,BARO0,48.46,88600
27.905,BARO0,48.43,88569
27.915,BARO0,48.44,88607
27.925,BARO0,48.45,88618
27.935,BARO0,48.44,88588
27.945,BARO0,48.45,88614
27.955,BARO0,48.45,88576
27.965,BARO0,48.44,88578
27.975,BARO0,48.44,88590
27.985,BARO0,48.45,88598
27.995,BARO0,48.46,88587
28.005,BARO0,48.46,88567
28.015,BARO0,48.45,88555
28.025,BARO0,48.44,88605
28.035,BARO0,48.44,88591
28.045,BARO0,48.43,88581
28.055,BARO0,48.44,88585
28.065,BARO0,48.44,88598
28.075,BARO0,48.44,88607
28.085,BARO0,48.45,88588
28.095,BARO0,48.44,88576
28.105,BARO0,48.44,88586
28.115,BARO0,48.43,88601
28.125,BARO0,48.45,88596
28.135,BARO0,48.44,88619
28.145,BARO0,48.43,88596
28.155,BARO0,48.44,88585
28.165,BARO0,48.44,88620
28.175,BARO0,48.45,88627
28.185,BARO0,48.44,88591
28.195,BARO0,48.45,88619
28.205,BARO0,48.45,88595
28.215,BARO0,48.46,88602
28.225,BARO0,48.43,88622
28.235,BARO0,48.44,88616
28.245,BARO0,48.44,88627
28.255,BARO0,48.44,88604
28.265,BARO0,48.47,88629
28.275,BARO0,48.44,88617
28.285,BARO0,48.44,88625
28.295,BARO0,48.45,88637
28.305,BARO0,48.44,88639
28.315,BARO0,48.45,88613
28.325,BARO0,48.44,88641
28.335,BARO0,48.44,88631
28.345,BARO0,48.43,88657
28.355,BARO0,48.45,88651
28.365,BARO0,48.45,88620
28.375,BARO0,48.44,88643
28.385,BARO0,48.46,88645
28.395,BARO0,48.44,88624
28.405,BARO0,48.46,88630
28.415,BARO0,48.44,88638
28.425,BARO0,48.42,88632
28.435,BARO0,48.44,88626
28.445,BARO0,48.44,88627
28.455,BARO0,48.45,88639
28.465,BARO0,48.46,88663
28.475,BARO0,48.45,88631
28.485,BARO0,48.44,88640
28.495,BARO0,48.44,88652
28.505,BARO0,48.45,88670
28.515,BARO0,48.44,88662
28.525,BARO0,48.44,88657
28.535,BARO0,48.43,88651
28.545,BARO0,48.45,88623
28.555,BARO0,48.46,88677
28.565,BARO0,48.44,88653
28.575,BARO0,48.44,88677
28.585,BARO0,48.43,88655
28.595,BARO0,48.46,88662
28.605,BARO0,48.45,88672
28.615,BARO0,48.45,88669
28.625,BARO0,48.45,88669
28.635,BARO0,48.42,88650
28.645,BARO0,48.45,88657
28.655,BARO0,48.43,88647
28.665,BARO0,48.46,88653
28.675,BARO0,48.45,88654
28.685,BARO0,48.44,88649
28.695,BARO0,48.45,88678
28.705,BARO0,48.45,88641
28.715,BARO0,48.44,88671
28.725,BARO0,48.46,88648
28.735,BARO0,48.45,88674
28.745,BARO0,48.44,88684
28.755,BARO0,48.43,88675
28.765,BARO0,48.43,88667
28.775,BARO0,48.45,88691
28.785,BARO0,48.44,88652
28.795,BARO0,48.45,88678
28.805,BARO0,48.44,88652
28.815,BARO0,48.44,88688
28.825,BARO0,48.44,88646
28.835,BARO0,48.43,88655
28.845,BARO0,48.43,88674
28.855,BARO0,48.43,88659
28.865,BARO0,48.45,88667
28.875,BARO0,48.47,88663
28.885,BARO0,48.43,88662
28.895,BARO0,48.44,88672
28.905,BARO0,48.44,88694
28.915,BARO0,48.45,88679
28.925,BARO0,48.43,88673
28.935,BARO0,48.43,88687
28.945,BARO0,48.42,88677
28.955,BARO0,48.44,88663
28.965,BARO0,48.43,88693
28.975,BARO0,48.41,88692
28.985,BARO0,48.43,88666
28.995,BARO0,48.42,88709
29.005,BARO0,48.41,88697
29.015,BARO0,48.44,88682
29.025,BARO0,48.44,88681
29.035,BARO0,48.42,88681
29.045,BARO0,48.42,88689
29.055,BARO0,48.41,88690
29.065,BARO0,48.42,88684
29.075,BARO0,48.41,88719
29.085,BARO0,48.43,88704
29.095,BARO0,48.43,88697
29.105,BARO0,48.44,88695
29.115,BARO0,48.42,88712
29.125,BARO0,48.4,88721
29.135,BARO0,48.41,88680
29.145,BARO0,48.42,88715
29.155,BARO0,48.41,88731
29.165,BARO0,48.41,88694
29.175,BARO0,48.41,88710
29.185,BARO0,48.4,88715
29.195,BARO0,48.43,88694
29.205,BARO0,48.41,88702
29.215,BARO0,48.41,88720
29.225,BARO0,48.42,88743
29.235,BARO0,48.42,88715
29.245,BARO0,48.4,88722
29.255,BARO0,48.41,88732
29.265,BARO0,48.41,88743
29.275,BARO0,48.42,88717
29.285,BARO0,48.42,88743
29.295,BARO0,48.42,88706
29.305,BARO0,48.4,88720
29.315,BARO0,48.41,88712
29.325,BARO0,48.41,88702
29.335,BARO0,48.41,88701
29.345,BARO0,48.42,88714
29.355,BARO0,48.41,88723
29.365,BARO0,48.4,88718
29.375,BARO0,48.42,88708
29.385,BARO0,48.41,88721
29.395,BARO0,48.4,88736
29.405,BARO0,48.4,88726
29.415,BARO0,48.4,88730
29.425,BARO0,48.4,88735
29.435,BARO0,48.4,88704
29.445,BARO0,48.41,88707
29.455,BARO0,48.39,88708
29.465,BARO0,48.41,88692
29.475,BARO0,48.41,88740
29.485,BARO0,48.4,88745
29.495,BARO0,48.39,88747
29.505,BARO0,48.39,88742
29.515,BARO0,48.42,88753
29.525,BARO0,48.4,88741
29.535,BARO0,48.4,88767
29.545,BARO0,48.41,88745
29.555,BARO0,48.41,88758
29.565,BARO0,48.42,88748
29.575,BARO0,48.41,88744
29.585,BARO0,48.43,88760
29.595,BARO0,48.42,88744
29.605,BARO0,48.42,88751
29.615,BARO0,48.4,88772
29.625,BARO0,48.42,88779
29.635,BARO0,48.41,88784
29.645,BARO0,48.41,88778
29.655,BARO0,48.41,88784
29.665,BARO0,48.4,88751
29.675,BARO0,48.43,88792
29.685,BARO0,48.39,88788
29.695,BARO0,48.41,88791
29.705,BARO0,48.41,88754
29.715,BARO0,48.41,88783
29.725,BARO0,48.43,88770
29.735,BARO0,48.42,88795
29.745,BARO0,48.41,88793
29.755,BARO0,48.4,88773
29.765,BARO0,48.42,88775
29.775,BARO0,48.43,88781
29.785,BARO0,48.4,88792
29.795,BARO0,48.41,88755
29.805,BARO0,48.43,88793
29.815,BARO0,48.39,88778
29.825,BARO0,48.4,88790
29.835,BARO0,48.42,88819
29.845,BARO0,48.41,88805
29.855,BARO0,48.4,88778
29.865,BARO0,48.4,88793
29.875,BARO0,48.42,88784
29.885,BARO0,48.42,88785
29.895,BARO0,48.42,88799
29.905,BARO0,48.41,88783
29.915,BARO0,48.42,88778
29.925,BARO0,48.42,88789
29.935,BARO0,48.4,88788
29.945,BARO0,48.4,88782
29.955,BARO0,48.42,88763
29.965,BARO0,48.41,88781
29.975,BARO0,48.41,88788
29.985,BARO0,48.41,88781
29.995,BARO0,48.42,88785
30.005,BARO0,48.41,88809
30.015,BARO0,48.43,88816
30.025,BARO0,48.4,88773
30.035,BARO0,48.41,88809
30.045,BARO0,48.4,88809
30.055,BARO0,48.43,88808
30.065,BARO0,48.42,88827
30.075,BARO0,48.39,88785
30.085,BARO0,48.39,88806
30.095,BARO0,48.39,88799
30.105,BARO0,48.39,88815
30.115,BARO0,48.4,88805
30.125,BARO0,48.4,88792
30.135,BARO0,48.39,88813
30.145,BARO0,48.4,88793
30.155,BARO0,48.4,88816
30.165,BARO0,48.37,88767
30.175,BARO0,48.39,88791
30.185,BARO0,48.38,88782
30.195,BARO0,48.39,88822
30.205,BARO0,48.39,88829
30.215,BARO0,48.4,88834
30.225,BARO0,48.38,88805
30.235,BARO0,48.38,88844
30.245,BARO0,48.39,88822
30.255,BARO0,48.4,88813
30.265,BARO0,48.37,88838
30.275,BARO0,48.39,88854
30.285,BARO0,48.38,88844
30.295,BARO0,48.39,88836
30.305,BARO0,48.37,88838
30.315,BARO0,48.37,88847
30.325,BARO0,48.38,88831
30.335,BARO0,48.39,88839
30.345,BARO0,48.38,88833
30.355,BARO0,48.39,88848
30.365,BARO0,48.37,88839
30.375,BARO0,48.38,88842
30.385,BARO0,48.37,88838
30.395,BARO0,48.37,88825
30.405,BARO0,48.37,88833
30.415,BARO0,48.39,88823
30.425,BARO0,48.36,88833
30.435,BARO0,48.38,88870
30.445,BARO0,48.37,88860
30.455,BARO0,48.36,88837
30.465,BARO0,48.37,88849
30.475,BARO0,48.36,88837
30.485,BARO0,48.37,88841
30.495,BARO0,48.36,88853
30.505,BARO0,48.37,88845
30.515,BARO0,48.37,88846
30.525,BARO0,48.36,88874
30.535,BARO0,48.36,88884
30.545,BARO0,48.37,88885
30.555,BARO0,48.37,88889
30.565,BARO0,48.36,88838
30.575,BARO0,48.36,88865
30.585,BARO0,48.36,88844
30.595,BARO0,48.35,88843
30.605,BARO0,48.38,88889
30.615,BARO0,48.35,88874
30.625,BARO0,48.36,88886
30.635,BARO0,48.35,88859
30.645,BARO0,48.36,88853
30.655,BARO0,48.36,88875
30.665,BARO0,48.36,88885
30.675,BARO0,48.37,88893
30.685,BARO0,48.34,88924
30.695,BARO0,48.37,88886
30.705,BARO0,48.34,88872
30.715,BARO0,48.38,88887
30.725,BARO0,48.35,88907
30.735,BARO0,48.35,88901
30.745,BARO0,48.35,88914
30.755,BARO0,48.38,88886
30.765,BARO0,48.34,88906
30.775,BARO0,48.36,88907
30.785,BARO0,48.36,88901
30.795,BARO0,48.36,88882
30.805,BARO0,48.37,88892
30.815,BARO0,48.35,88912
30.825,BARO0,48.34,88937
30.835,BARO0,48.37,88899
30.845,BARO0,48.36,88915
30.855,BARO0,48.37,88897
30.865,BARO0,48.37,88936
30.875,BARO0,48.37,88917
30.885,BARO0,48.36,88931
30.895,BARO0,48.36,88902
30.905,BARO0,48.36,88931
30.915,BARO0,48.36,88900
30.925,BARO0,48.34,88947
30.935,BARO0,48.35,88923
30.945,BARO0,48.36,88934
30.955,BARO0,48.37,88928
30.965,BARO0,48.33,88923
30.975,BARO0,48.36,88947
30.985,BARO0,48.36,88942
30.995,BARO0,48.37,88912
31.005,BARO0,48.36,88923
31.015,BARO0,48.37,88947
31.025,BARO0,48.34,88931
31.035,BARO0,48.36,88931
31.045,BARO0,48.36,88929
31.055,BARO0,48.34,88919
31.065,BARO0,48.35,88938
31.075,BARO0,48.37,88943
31.085,BARO0,48.35,88978
31.095,BARO0,48.35,88917
31.105,BARO0,48.36,88942
31.115,BARO0,48.35,88936
31.125,BARO0,48.36,88939
31.135,BARO0,48.36,88941
31.145,BARO0,48.35,88944
31.155,BARO0,48.34,88957
31.165,BARO0,48.36,88946
31.175,BARO0,48.34,88976
31.185,BARO0,48.38,88970
31.195,BARO0,48.36,88955
31.205,BARO0,48.35,88963
31.215,BARO0,48.33,88956
31.225,BARO0,48.34,88960
31.235,BARO0,48.35,88985
31.245,BARO0,48.35,88973
31.255,BARO0,48.36,88957
31.265,BARO0,48.36,88947
31.275,BARO0,48.37,88957
31.285,BARO0,48.34,88969
31.295,BARO0,48.34,88980
31.305,BARO0,48.36,88986
31.315,BARO0,48.34,88949
31.325,BARO0,48.33,88972
31.335,BARO0,48.34,88951
31.345,BARO0,48.36,88971
31.355,BARO0,48.35,88976
31.365,BARO0,48.35,88974
31.375,BARO0,48.35,88990
31.385,BARO0,48.33,88985
31.395,BARO0,48.32,88979
31.405,BARO0,48.33,88972
31.415,BARO0,48.34,88981
31.425,BARO0,48.32,89000
31.435,BARO0,48.33,89025
31.445,BARO0,48.33,89016
31.455,BARO0,48.33,89013
31.465,BARO0,48.33,89004
31.475,BARO0,48.34,89010
31.485,BARO0,48.32,89015
31.495,BARO0,48.32,89017
31.505,BARO0,48.3,89026
31.515,BARO0,48.33,88987
31.525,BARO0,48.31,89028
31.535,BARO0,48.34,89020
31.545,BARO0,48.33,89028
31.555,BARO0,48.33,89048
31.565,BARO0,48.32,89037
31.575,BARO0,48.33,89012
31.585,BARO0,48.33,89043
31.595,BARO0,48.32,89024
31.605,BARO0,48.3,89040
31.615,BARO0,48.31,89031
31.625,BARO0,48.32,89063
31.635,BARO0,48.32,89010
31.645,BARO0,48.31,89028
31.655,BARO0,48.31,89022
31.665,BARO0,48.32,89022
31.675,BARO0,48.32,89043
31.685,BARO0,48.31,89041
31.695,BARO0,48.31,89037
31.705,BARO0,48.32,89035
31.715,BARO0,48.3,89051
31.725,BARO0,48.29,89012
31.735,BARO0,48.3,89039
31.745,BARO0,48.3,89030
31.755,BARO0,48.32,89056
31.765,BARO0,48.3,89022
31.775,BARO0,48.31,89049
31.785,BARO0,48.31,89046
31.795,BARO0,48.3,89051
31.805,BARO0,48.31,89032
31.815,BARO0,48.31,89062
31.825,BARO0,48.31,89073
31.835,BARO0,48.31,89067
31.845,BARO0,48.29,89069
31.855,BARO0,48.31,89087
31.865,BARO0,48.31,89070
31.875,BARO0,48.31,89094
31.885,BARO0,48.32,89084
31.895,BARO0,48.3,89078
31.905,BARO0,48.32,89093
31.915,BARO0,48.29,89093
31.925,BARO0,48.31,89072
31.935,BARO0,48.31,89061
31.945,BARO0,48.3,89080
31.955,BARO0,48.29,89064
31.965,BARO0,48.32,89088
31.975,BARO0,48.29,89065
31.985,BARO0,48.29,89067
31.995,BARO0,48.29,89104
32.005,BARO0,48.31,89092
32.015,BARO0,48.31,89081
32.025,BARO0,48.29,89118
32.035,BARO0,48.31,89089
32.045,BARO0,48.3,89078
32.055,BARO0,48.31,89105
32.065,BARO0,48.31,89106
32.075,BARO0,48.3,89095
32.085,BARO0,48.32,89109
32.095,BARO0,48.32,89086
32.105,BARO0,48.3,89096
32.115,BARO0,48.29,89100
32.125,BARO0,48.3,89103
32.135,BARO0,48.32,89098
32.145,BARO0,48.32,89114
32.155,BARO0,48.31,89102
32.165,BARO0,48.31,89088
32.175,BARO0,48.28,89110
32.185,BARO0,48.29,89101
32.195,BARO0,48.29,89077
32.205,BARO0,48.29,89092
32.215,BARO0,48.29,89096
32.225,BARO0,48.3,89126
32.235,BARO0,48.31,89102
32.245,BARO0,48.3,89082
32.255,BARO0,48.3,89104
32.265,BARO0,48.3,89122
32.275,BARO0,48.31,89095
32.285,BARO0,48.29,89102
32.295,BARO0,48.31,89103
32.305,BARO0,48.31,89106
32.315,BARO0,48.29,89127
32.325,BARO0,48.29,89114
32.335,BARO0,48.3,89096
32.345,BARO0,48.27,89090
32.355,BARO0,48.32,89144
32.365,BARO0,48.29,89112
32.375,BARO0,48.3,89131
32.385,BARO0,48.3,89129
32.395,BARO0,48.29,89141
32.405,BARO0,48.31,89124
32.415,BARO0,48.3,89159
32.425,BARO0,48.28,89130
32.435,BARO0,48.29,89119
32.445,BARO0,48.3,89149
32.455,BARO0,48.28,89119
32.465,BARO0,48.29,89100
32.475,BARO0,48.28,89116
32.485,BARO0,48.29,89137
32.495,BARO0,48.29,89139
32.505,BARO0,48.28,89145
32.515,BARO0,48.29,89177
32.525,BARO0,48.26,89176
32.535,BARO0,48.29,89170
32.545,BARO0,48.29,89165
32.555,BARO0,48.29,89172
32.565,BARO0,48.28,89170
32.575,BARO0,48.28,89146
32.585,BARO0,48.29,89187
32.595,BARO0,48.28,89172
32.605,BARO0,48.29,89138
32.615,BARO0,48.28,89144
32.625,BARO0,48.27,89195
32.635,BARO0,48.28,89162
32.645,BARO0,48.28,89165
32.655,BARO0,48.27,89186
32.665,BARO0,48.27,89210
32.675,BARO0,48.28,89203
32.685,BARO0,48.28,89184
32.695,BARO0,48.27,89152
32.705,BARO0,48.26,89171
32.715,BARO0,48.28,89182
32.725,BARO0,48.26,89180
32.735,BARO0,48.27,89185
32.745,BARO0,48.27,89162
32.755,BARO0,48.27,89205
32.765,BARO0,48.29,89194
32.775,BARO0,48.26,89187
32.785,BARO0,48.29,89189
32.795,BARO0,48.27,89204
32.805,BARO0,48.3,89185
32.815,BARO0,48.26,89202
32.825,BARO0,48.26,89186
32.835,BARO0,48.27,89184
32.845,BARO0,48.27,89191
32.855,BARO0,48.27,89191
32.865,BARO0,48.25,89164
32.875,BARO0,48.28,89209
32.885,BARO0,48.27,89221
32.895,BARO0,48.27,89190
32.905,BARO0,48.26,89192
32.915,BARO0,48.27,89206
32.925,BARO0,48.26,89211
32.935,BARO0,48.27,89220
32.945,BARO0,48.27,89224
32.955,BARO0,48.26,89219
32.965,BARO0,48.27,89248
32.975,BARO0,48.28,89244
32.985,BARO0,48.27,89237
32.995,BARO0,48.26,89244
33.005,BARO0,48.28,89210
33.015,BARO0,48.26,89241
33.025,BARO0,48.26,89213
33.035,BARO0,48.27,89207
33.045,BARO0,48.27,89233
33.055,BARO0,48.27,89251
33.065,BARO0,48.25,89246
33.075,BARO0,48.27,89231
33.085,BARO0,48.28,89251
33.095,BARO0,48.27,89231
33.105,BARO0,48.27,89227
33.115,BARO0,48.28,89212
33.125,BARO0,48.26,89219
33.135,BARO0,48.27,89251
33.145,BARO0,48.25,89245
33.155,BARO0,48.27,89245
33.165,BARO0,48.26,89219
33.175,BARO0,48.26,89225
33.185,BARO0,48.28,89239
33.195,BARO0,48.25,89218
33.205,BARO0,48.27,89250
33.215,BARO0,48.27,89236
33.225,BARO0,48.26,89219
33.235,BARO0,48.26,89259
33.245,BARO0,48.27,89270
33.255,BARO0,48.28,89227
33.265,BARO0,48.27,89230
33.275,BARO0,48.28,89233
33.285,BARO0,48.27,89239
33.295,BARO0,48.27,89241
33.305,BARO0,48.28,89266
33.315,BARO0,48.28,89229
33.325,BARO0,48.28,89263
33.335,BARO0,48.26,89217
33.345,BARO0,48.27,89237
33.355,BARO0,48.26,89233
33.365,BARO0,48.26,89242
33.375,BARO0,48.26,89240
33.385,BARO0,48.28,89273
33.395,BARO0,48.29,89244
33.405,BARO0,48.27,89258
33.415,BARO0,48.25,89250
33.425,BARO0,48.26,89265
33.435,BARO0,48.25,89211
33.445,BARO0,48.26,89237
33.455,BARO0,48.27,89261
33.465,BARO0,48.24,89237
33.475,BARO0,48.25,89251
33.485,BARO0,48.24,89254
33.495,BARO0,48.26,89252
33.505,BARO0,48.27,89269
33.515,BARO0,48.25,89261
33.525,BARO0,48.25,89249
33.535,BARO0,48.24,89306
33.545,BARO0,48.25,89250
33.555,BARO0,48.26,89280
33.565,BARO0,48.25,89235
33.575,BARO0,48.26,89293
33.585,BARO0,48.25,89269
33.595,BARO0,48.25,89262
33.605,BARO0,48.24,89271
33.615,BARO0,48.26,89260
33.625,BARO0,48.24,89278
33.635,BARO0,48.24,89247
33.645,BARO0,48.25,89289
33.655,BARO0,48.26,89259
33.665,BARO0,48.24,89269
33.675,BARO0,48.24,89277
33.685,BARO0,48.25,89277
33.695,BARO0,48.23,89297
33.705,BARO0,48.24,89295
33.715,BARO0,48.24,89276
33.725,BARO0,48.23,89283
33.735,BARO0,48.24,89278
33.745,BARO0,48.27,89291
33.755,BARO0,48.25,89307
33.765,BARO0,48.24,89322
33.775,BARO0,48.24,89271
33.785,BARO0,48.24,89286
33.795,BARO0,48.23,89297
33.805,BARO0,48.24,89313
33.815,BARO0,48.23,89307
33.825,BARO0,48.23,89314
33.835,BARO0,48.23,89313
33.845,BARO0,48.25,89283
33.855,BARO0,48.23,89281
33.865,BARO0,48.24,89316
33.875,BARO0,48.25,89319
33.885,BARO0,48.24,89292
33.895,BARO0,48.24,89294
33.905,BARO0,48.24,89302
33.915,BARO0,48.23,89315
33.925,BARO0,48.23,89316
33.935,BARO0,48.24,89345
33.945,BARO0,48.22,89315
33.955,BARO0,48.22,89352
33.965,BARO0,48.23,89321
33.975,BARO0,48.22,89298
33.985,BARO0,48.25,89361
33.995,BARO0,48.23,89316
34.005,BARO0,48.24,89340
34.015,BARO0,48.23,89330
34.025,BARO0,48.23,89342
34.035,BARO0,48.24,89344
34.045,BARO0,48.23,89310
34.055,BARO0,48.25,89336
34.065,BARO0,48.23,89330
34.075,BARO0,48.23,89360
34.085,BARO0,48.23,89341
34.095,BARO0,48.24,89342
34.105,BARO0,48.25,89349
34.115,BARO0,48.25,89354
34.125,BARO0,48.23,89376
