TIMESTAMP;TEMP1;TEMP2;TEMP3;TANK_PRESS;TANK_D_PRESS;CPU_USAGE;MEM_USAGE;DISK_UTILIZATION;TENSO
40309;0;0;0;5550.00;105.00;100.00;7.95;64.84;1.47
40315;0;0;0;5550.00;115.00;100.00;7.95;64.84;1.48
40320;0;0;0;5550.00;102.00;100.00;7.95;64.84;1.48
40326;0;0;0;5550.00;102.00;100.00;7.95;64.84;1.47
40331;0;0;0;5550.00;92.00;100.00;7.95;64.84;1.47
40337;0;0;0;5550.00;92.00;100.00;7.95;64.84;1.46
40342;0;0;0;5550.00;72.00;100.00;7.95;64.84;1.46
40348;0;0;0;5550.00;72.00;100.00;7.95;64.84;1.44
40353;0;0;0;5550.00;95.00;100.00;7.95;64.84;1.44
40358;0;0;0;5550.00;95.00;100.00;7.95;64.84;1.46
40364;0;0;0;5550.00;68.00;100.00;7.95;64.84;1.46
40369;0;0;0;5550.00;68.00;100.00;7.95;64.84;1.46
40375;0;0;0;5550.00;68.00;100.00;7.95;64.84;1.46
40380;0;0;0;5550.00;68.00;100.00;7.95;64.84;1.46
40386;0;0;0;5550.00;92.00;100.00;7.95;64.84;1.46
40391;0;0;0;5550.00;92.00;100.00;7.95;64.84;1.46
40397;0;0;0;5550.00;88.00;100.00;7.95;64.84;1.46
40402;0;0;0;5537.00;88.00;100.00;7.95;64.84;1.98
40408;0;0;0;5537.00;95.00;100.00;7.95;64.84;1.98
40413;0;0;0;5537.00;95.00;100.00;7.95;64.84;1.56
40419;0;0;0;5537.00;85.00;100.00;7.95;64.84;1.56
40424;0;0;0;5537.00;85.00;100.00;7.95;64.84;1.47
40430;0;0;0;5537.00;72.00;100.00;7.95;64.84;1.47
40435;0;0;0;5537.00;72.00;100.00;7.95;64.84;1.44
40441;0;0;0;5537.00;102.00;100.00;7.95;64.84;1.44
40447;0;0;0;5537.00;102.00;100.00;7.95;64.84;1.46
40453;0;0;0;5537.00;112.00;100.00;7.95;64.84;1.47
40458;0;0;0;5537.00;65.00;100.00;7.95;64.84;1.47
40464;0;0;0;5537.00;65.00;100.00;7.95;64.84;1.45
40469;0;0;0;5537.00;98.00;100.00;7.95;64.84;1.45
40475;0;0;0;5537.00;98.00;100.00;7.95;64.84;1.46
40480;0;0;0;5537.00;95.00;100.00;7.95;64.85;1.46
40486;0;0;0;5537.00;95.00;100.00;7.95;64.85;1.46
40491;0;0;0;5537.00;61.00;100.00;7.95;64.85;1.46
40497;0;0;0;5537.00;61.00;100.00;7.95;64.85;1.45
40502;0;0;0;5510.00;105.00;100.00;7.95;64.85;1.45
40508;0;0;0;5510.00;105.00;100.00;7.95;64.85;1.47
40513;0;0;0;5510.00;102.00;100.00;7.95;64.85;1.47
40519;0;0;0;5510.00;102.00;100.00;7.95;64.85;1.47
40524;0;0;0;5510.00;98.00;100.00;7.95;64.85;1.47
